Year,Month,Model_Name,Models_Created,Algorithm_Type,Data_Size_GB,Training_Time_Hours,Accuracy,Precision,Recall,F1_Score,Validation_Split,Epochs,Batch_Size,Optimizer,Investment_Million_USD,Public_Acceptance,Investment_in_Billion_USD,Public_Acceptance_Percentage,Number_of_Employees,Tech_Advancements,Industry_Adoption,Regulatory_Environment,Public_Awareness
2022,12,Model_66,,Unsupervised,119.8079525329115,42.49803997687393,0.8322916457905273,0.7034276446412329,0.9828366135759614,0.7969273685122984,0.18,398,16.0,RMSprop,75404.77904750928,0.89,75.40477904750928,67.36923062214524,27,High,Low,Strict,High
2022,1,Model_88,3.0,Reinforcement,758.2092621263791,53.65404528932641,0.855966143428656,0.7231117264753943,0.4918552091031056,0.7372467831429812,0.12,269,16.0,Adam,75138.48117891137,0.84,75.13848117891138,46.17267835972194,27,High,Low,Very Strict,High
2010,6,Model_62,11.0,Reinforcement,332.8108167341676,12.92651331331722,0.6728360324900805,0.7336318831811496,0.660838863127259,0.7117501976213043,0.22,274,512.0,SGD,909.4308582379471,0.32,0.9094308582379471,35.7450695582496,0,Low,Low,Very Strict,Low
2018,3,Model_19,4.0,Supervised,571.0407087232442,86.71963637938646,0.7182011327273443,0.5308305818188522,0.8459766108286519,0.4403969646429352,0.25,373,256.0,SGD,6788.079845136392,0.79,6.788079845136392,80.82931918825886,4,High,High,Moderate,High
2016,8,Model_81,2.0,Supervised,198.3190655173367,25.1492438725309,1.0,0.7302821969308754,0.5012182347895446,1.0,0.14,44,128.0,RMSprop,2758.295838900508,0.63,2.758295838900508,61.06909498794952,1,High,High,Strict,
2018,6,Model_74,5.0,Reinforcement,202.6132094722703,9.405275981790918,0.8755968683071969,0.6456307034213175,0.9318087908323536,0.7892727069252781,0.14,436,32.0,SGD,4751.860608253029,0.73,4.751860608253029,86.10452958103079,3,High,High,Flexible,High
2017,11,Model_55,7.0,Supervised,1141.371315919372,43.1176560925165,0.5808152823442525,0.7446139318884748,0.7659108224598444,0.4670749220543657,0.11,261,64.0,Adam,1761.222416919893,0.7,1.761222416919893,94.00433024555814,1,High,High,,High
2010,2,Model_28,2.0,Supervised,525.0651136076087,-9.410601410078819,0.365703574051124,0.8167044532726433,0.5384783885187198,0.6196075683487401,0.19,331,64.0,Adam,763.8427140248684,0.39,0.7638427140248685,71.96131599973857,0,,,Moderate,High
2021,8,Model_92,5.0,Unsupervised,271.9364660926814,112.4401309874875,0.6115872366269406,0.8403194773699677,0.7191203574575113,0.6708062260423735,0.24,465,512.0,RMSprop,85749.65538048492,0.79,85.74965538048492,47.13562709307148,26,High,Low,Very Strict,High
2017,5,Model_50,2.0,Supervised,446.894415520795,9.280446689392358,0.4665997398666434,0.6361913597787187,1.0,0.7481415428832854,0.24,179,16.0,Adam,2828.437582819512,0.66,2.828437582819512,94.36197129676833,2,High,High,Flexible,High
2017,8,Model_65,1.0,Reinforcement,390.1363932129548,22.54528599153917,0.8694232267275764,0.7711893714234022,0.6818968113682852,0.4311818870752638,0.11,245,64.0,RMSprop,2214.121505875333,0.75,2.214121505875333,73.67139476324171,2,High,High,Moderate,High
2020,8,Model_3,6.0,Reinforcement,935.3005181931949,33.20162120747301,0.7754413568388905,0.8258951047545906,0.8351991671824452,0.989687630626814,0.29,165,256.0,SGD,35494.83228804458,0.79,35.49483228804458,86.87240556402382,15,High,Low,Flexible,Very High
2012,6,Model_79,4.0,Unsupervised,1269.72764130822,55.09699911481674,0.6148600235822532,0.8171927115931076,0.5176734902407956,0.7960575642185397,0.3,474,32.0,RMSprop,327.8193168133945,0.47,0.3278193168133945,63.7973348233091,0,High,Low,Strict,High
2010,2,Model_52,7.0,Supervised,1382.830207839006,35.80947069226298,0.8274152264576928,0.5653145294876368,0.861595164682965,0.8391203282625859,0.27,465,128.0,RMSprop,697.7142365342802,0.37,0.6977142365342802,72.8300328956203,0,High,Low,Moderate,High
2017,8,Model_10,7.0,Supervised,791.6765941581648,5.197885262822309,0.813425590003505,0.8953093580412499,0.7208720459821094,0.5240912427178391,0.24,357,512.0,SGD,5722.922329524183,0.63,5.722922329524183,57.25384251686603,3,Moderate,Moderate,Strict,Moderate
2012,11,Model_21,6.0,Reinforcement,727.9607756341992,43.46820994809181,0.9017849722420214,0.9547694201751757,0.4735525743672352,0.8464497861380882,0.17,231,32.0,Adam,209.8224764083135,0.53,0.2098224764083135,99.11755519389445,0,High,Low,Flexible,High
2012,6,Model_37,6.0,Supervised,531.6853718968978,60.0219125729085,0.6368109073298525,0.8562302436022587,0.8506527035039114,0.7111738340738778,0.18,210,512.0,Adam,759.1120251322932,0.57,0.7591120251322931,44.28196487418843,0,Low,Low,Very Strict,Low
2010,6,Model_15,6.0,Unsupervised,822.4170923112374,76.38822686586164,0.5588941015534246,0.5652346908869441,0.7416468719077516,0.9256678055886388,0.28,156,64.0,Adamax,729.7219266813642,0.37,0.7297219266813642,48.59026256802547,0,Low,Low,Very Strict,Low
2020,8,Model_87,7.0,Unsupervised,1336.980860660919,27.98967826890324,0.7330867290841153,0.4099923558414261,0.6552563839159596,0.4682025052118587,0.16,468,64.0,Adam,44695.78677385653,0.9,44.69578677385653,77.21943043047011,17,High,Low,Moderate,Very High
2014,1,Model_78,4.0,Supervised,155.6960241611851,35.73402330031413,0.7215446487404743,0.6325705043677483,0.6105578236233028,0.3775862805433455,0.28,282,32.0,RMSprop,699.4132040801052,0.56,0.6994132040801052,86.78955607109967,0,High,High,Flexible,High
2019,2,Model_79,9.0,Unsupervised,345.6135590011091,19.70053211857757,0.6452565515674717,0.6136701991141044,0.5672020361682693,0.6263868517396571,0.13,325,512.0,SGD,92556.76844729114,0.78,92.55676844729113,100.0,22,Very High,Low,Flexible,High
2016,12,Model_74,4.0,Supervised,437.3994422720846,58.79175164869095,0.762087907289134,0.838700088126757,0.812710406058307,0.5989562318459325,0.17,297,64.0,Adamax,7799.679385214421,0.58,7.799679385214421,91.78172495770855,3,High,High,Flexible,High
2019,12,Model_9,6.0,Unsupervised,435.9129034133593,62.81053585096311,0.8237788036455888,0.5257915146756812,0.587921389133772,0.7124680714114093,0.18,85,32.0,SGD,89132.9310262484,0.8,89.1329310262484,41.58210614518303,22,High,Low,Very Strict,High
2018,9,Model_44,7.0,Supervised,643.0342447010602,33.58099349511487,0.8745691975756885,0.8130426416492321,0.9767238698978833,0.6797255710058759,0.22,299,64.0,Adam,7418.740580899134,0.79,7.418740580899135,40.58176629725779,4,Moderate,Moderate,Very Strict,High
2021,11,Model_39,4.0,Reinforcement,390.7174292520642,57.74163568172602,0.7073989280533758,0.7303731105764951,0.7058817988436087,0.6245126620080177,0.25,86,256.0,Adam,39893.15987128795,0.77,39.89315987128795,51.76515620655934,18,High,Low,Strict,High
2016,12,Model_5,6.0,Unsupervised,224.9843629904597,68.0450913400503,0.5973940013381471,0.8666163401230026,0.6193982761932686,0.5917792664343251,0.13,77,256.0,Adam,6161.186663223984,0.65,6.161186663223984,71.67694825662919,2,High,High,Moderate,High
2018,8,Model_25,2.0,Unsupervised,552.3072773803963,40.31891170846917,0.8665007751538666,0.8053341690933034,0.6614558946596248,0.7055380223610226,0.18,210,32.0,RMSprop,4428.792872569643,0.71,4.428792872569643,94.45227423974407,3,High,High,Flexible,High
2017,12,Model_56,6.0,Unsupervised,793.5863050971573,39.03845830808709,0.7115003798399476,0.6159252551455047,0.5127522372550101,0.5123216591397941,0.17,28,16.0,Adam,8647.150269868504,0.63,8.647150269868504,91.5636310023827,4,High,High,Flexible,High
2021,7,Model_90,4.0,Supervised,400.4361725770056,43.82123569320211,0.6058865048321761,0.6969341499748846,0.6227322083624287,0.4895161094964532,0.16,302,512.0,SGD,91462.20983304759,0.9,91.46220983304758,81.63081104248285,27,Very High,Low,Moderate,Very High
2011,7,Model_64,3.0,Reinforcement,387.7929685791428,58.80863557437149,0.8624443508044173,0.6484496262228681,0.8042519172725663,0.6556397550223164,0.19,333,256.0,SGD,220.7427700982479,0.43,0.2207427700982479,55.50657851330867,0,Low,Low,Strict,Low
2010,5,Model_72,3.0,Supervised,592.2722776218047,52.56167564010671,0.5571834084252795,0.7597724901888214,0.8039507989651521,0.9090596954318382,0.25,380,256.0,Adam,666.0687399980984,0.39,0.6660687399980985,58.54932522552541,0,Low,,Strict,
2016,2,Model_86,5.0,Supervised,739.4212158472511,55.35665263971507,0.7894441359186086,0.7895243837811028,0.5368208983617987,0.7007156788773249,0.21,66,32.0,Adamax,9147.507940026522,0.62,9.147507940026522,100.0,3,High,High,Flexible,High
2016,11,Model_52,3.0,Supervised,226.9293072495513,48.95613997961141,0.7558800245310281,0.8728295981989214,0.5294147577900647,0.5666212175717208,0.2,210,512.0,Adam,7386.456827318892,0.74,7.386456827318892,69.67981311847774,3,,High,Strict,High
2017,6,Model_89,4.0,Unsupervised,168.2008540688524,17.12670824997653,0.7804177291303126,0.5459122091548272,0.6297765904655348,0.894646104785844,0.2,461,256.0,Adam,3808.320038111964,0.73,3.808320038111964,58.55739138935265,2,Low,Moderate,Strict,Moderate
2014,10,Model_76,3.0,Supervised,204.2245210707437,50.15939432705004,0.9631614229230006,0.7354289759445004,0.6602537485116878,0.7680118813839082,0.24,93,256.0,Adam,426.3246132311867,0.56,0.4263246132311867,86.44867737884971,0,High,High,Flexible,High
2012,3,Model_9,6.0,Unsupervised,92.94213297815877,28.4924524829644,0.5690521610798724,0.8324451011591393,0.728613318937177,0.571980490304136,0.21,498,128.0,RMSprop,351.7275122029786,0.42,0.3517275122029786,52.90464936660067,0,Low,Low,Strict,Low
2021,4,Model_10,9.0,Supervised,425.6253874633002,4.754125198541129,0.6812573493502462,0.8394862699292958,0.6874975781802386,0.5789218787578136,0.24,295,512.0,SGD,89295.74801955596,0.8,89.29574801955596,74.87855404516434,27,High,Low,Moderate,High
2017,10,Model_10,5.0,Unsupervised,372.3085321748185,157.7748535814354,0.7563086487196804,0.9239289822046278,1.0,0.9360366584662073,0.2,124,512.0,SGD,9889.012284185837,0.71,9.889012284185837,82.65348210661527,4,High,High,Moderate,High
2015,12,Model_73,6.0,Reinforcement,263.2532918598705,14.2546225778514,0.750002094146501,0.8651479476608853,0.5811505232767514,0.9197555955609038,0.24,191,256.0,Adamax,626.6088097906584,0.51,0.6266088097906584,94.5697568029531,0,High,High,Flexible,High
2020,11,Model_62,4.0,Unsupervised,145.7041364754702,43.0319685223112,0.7435393539047471,0.7090596662414559,0.6387700847760931,0.7526206221681775,0.27,283,128.0,RMSprop,77281.72402730487,0.88,77.28172402730486,72.6942818247176,23,High,Low,Moderate,High
2012,2,Model_90,3.0,Unsupervised,351.3261292978136,29.31202598496101,0.7397779930758893,0.5863436468217209,0.5899034157206332,0.8539110483882886,0.12,39,512.0,SGD,877.3509642131188,0.58,0.8773509642131188,94.4978811044274,0,High,Low,Flexible,High
2010,2,Model_99,9.0,Reinforcement,386.726416670923,14.74272447055324,0.48856978639965,0.7288481064588611,0.7890924567271572,0.9500007663085109,0.25,72,128.0,RMSprop,901.7226467997843,0.44,0.9017226467997843,97.74314864165862,0,High,Low,Flexible,High
2012,12,Model_91,3.0,Supervised,336.6428457262308,24.5629723419764,0.8659079002049858,0.78760088978997,1.0,0.7465072969816017,0.26,82,64.0,SGD,790.1899761639582,0.31,0.7901899761639583,100.0,0,High,Low,Flexible,High
2014,8,Model_60,9.0,Unsupervised,544.1207768223818,38.98287541669454,0.4551955605932413,0.4433755382706583,0.4997209728798104,0.8301145985685416,0.25,296,64.0,Adam,246.6027629563121,0.51,0.2466027629563121,89.24556066449425,0,High,High,Flexible,High
2012,8,Model_95,4.0,Unsupervised,920.5619375620217,91.1232396364098,0.6739036317950599,0.7613565059537865,1.0,0.2263162115402379,0.15,489,32.0,Adam,472.9063132537752,0.44,0.4729063132537752,57.44836239335424,0,Low,Low,Strict,Low
2010,10,Model_19,8.0,Unsupervised,368.4791516354935,31.7994374652333,0.7377452868639495,0.415408582030134,0.8451105764552992,0.7426136563211985,0.12,178,256.0,RMSprop,589.9034599106284,0.39,0.5899034599106284,56.37534631585967,0,Low,Low,Strict,Low
2014,6,Model_38,3.0,Reinforcement,277.2083095094283,23.15115876963172,0.8037470765291406,0.7587289034516579,0.8382836553988032,0.6876952554101283,0.28,289,128.0,RMSprop,344.4560118135007,0.54,0.3444560118135007,80.0343642222543,0,High,High,Moderate,High
2019,5,Model_6,3.0,Unsupervised,648.8214252856252,157.1653845492077,1.0,0.8173954188707057,0.5897325803088257,0.7175162580023446,0.17,82,64.0,Adamax,91889.76681096343,0.74,91.88976681096342,69.05754379489646,22,High,Low,Strict,High
2016,8,Model_15,5.0,Unsupervised,303.5534334671941,20.48842226682576,0.5604697049114232,0.8098332162628913,1.0,0.7736359935533876,0.14,149,64.0,SGD,2230.374253054477,0.63,2.230374253054477,92.42187057820209,1,High,High,Flexible,High
2016,4,Model_93,8.0,Reinforcement,534.3387670442314,40.93386361732152,0.6529204518325102,0.3600581294949255,0.9279065316537368,0.5919761539310765,0.24,331,512.0,RMSprop,6957.002403470341,0.71,6.957002403470341,64.08355691480105,3,High,High,Strict,High
2020,11,Model_47,3.0,Supervised,486.9821529782275,146.4460764436697,0.9238570199760417,0.8970448365537579,0.8325484433510507,0.8385035970082038,0.27,465,128.0,Adam,57576.63991164215,0.85,57.57663991164215,83.77458438780987,19,Very High,Low,Moderate,Very High
2018,4,Model_45,4.0,Reinforcement,273.338962326715,14.90398280712125,0.6123679041386603,0.3484101022158431,0.6026096824270727,0.6470895128394226,0.3,199,16.0,SGD,1999.661094272645,0.78,1.999661094272645,69.06969643651611,2,High,High,Strict,High
2019,5,Model_5,8.0,Supervised,323.6547318697131,65.20012944259364,0.6800591813888237,0.8642064045694418,0.8857486954906955,0.4791663981367563,0.21,181,128.0,RMSprop,42384.82179107207,0.82,42.38482179107207,80.81297081589179,15,High,Low,Moderate,High
2019,1,Model_78,3.0,Reinforcement,415.5094231650903,1.086814631929593,0.6812382763950575,0.8381775370491017,0.9028466199349309,0.730127928695792,0.28,223,512.0,Adam,18363.82528509531,0.83,18.36382528509531,44.328434200872,10,Moderate,Moderate,Very Strict,High
2021,1,Model_53,3.0,Unsupervised,1357.198543811996,37.66239435562608,0.5017316395598701,0.7924386007078009,0.375678878228166,1.0,0.2,98,512.0,RMSprop,48510.62245973921,0.92,48.51062245973921,42.73026321116976,20,High,Low,Very Strict,High
2022,2,Model_66,2.0,Reinforcement,343.6207881107021,83.16241229831061,0.6103377320792389,0.967888395553946,0.7436820949675497,0.9736134762029178,0.21,20,64.0,RMSprop,61510.519751313,0.86,61.51051975131301,68.09179751266335,24,High,Low,Strict,High
2012,8,Model_62,7.0,Supervised,-1.808328287770877,59.6758822086943,0.8798116638687048,0.9062583269767963,0.323474664294768,0.8406544594650118,0.21,381,16.0,RMSprop,605.4826057968448,0.55,0.6054826057968449,100.0,0,High,Low,Flexible,High
2016,7,Model_23,2.0,Supervised,386.765993775069,53.27436899200296,0.8581811914498723,0.5567350334663331,0.6270386355549548,0.6742848500300194,0.27,229,256.0,RMSprop,8454.040381389203,0.56,8.454040381389202,61.79927819803393,3,High,High,Strict,High
2010,10,Model_44,6.0,Supervised,516.3527715428343,9.180677851321933,0.7040813276136231,0.4954066669799779,0.8980259873791174,0.6945036781311041,0.15,249,128.0,RMSprop,446.2921120607568,0.43,0.4462921120607569,65.31723902015625,0,High,Low,Strict,High
2013,9,Model_52,5.0,Unsupervised,457.8065491611968,2.587118594741419,0.617720604462183,0.7163441620701444,0.3616304473935809,0.5437093512917508,0.25,325,64.0,RMSprop,695.1056209911263,0.53,0.6951056209911264,68.47441444232877,0,High,High,Strict,High
2022,5,Model_46,6.0,Reinforcement,345.6422852889832,47.60019436942027,0.8607311163693002,0.6588618416769589,0.6630058849919094,0.702336430313369,0.17,366,16.0,RMSprop,62921.04662134281,0.96,62.92104662134281,71.22398467812992,25,High,Low,Moderate,High
2013,2,Model_19,2.0,Unsupervised,146.3043359931646,87.98191936020986,0.7803725975962833,0.5807184393725978,0.6048318105610925,0.9367084742655819,0.12,90,256.0,Adam,297.979233222809,0.57,0.297979233222809,77.59837492462607,0,High,High,Moderate,High
2014,7,Model_88,10.0,Unsupervised,654.0184176555013,44.24387823898294,0.7738039962639831,0.5246121294145695,0.8342372565273837,0.9500716665630462,0.3,380,256.0,Adamax,498.9414120056705,0.49,0.4989414120056705,84.9642869025904,0,High,High,Moderate,High
2016,8,Model_84,3.0,Supervised,694.6214259524103,33.70280705991413,0.7726441050914807,0.8151632609031303,0.706431950294047,0.6135417305634829,0.29,279,512.0,Adamax,5015.308177094182,0.61,5.015308177094182,52.62772022138687,2,Moderate,Moderate,Strict,Moderate
2016,12,Model_47,6.0,Supervised,632.7994021229139,30.56781157190638,0.6489572966082662,0.8239032465835037,0.6635128947852624,0.7332971748833454,0.2,182,32.0,Adam,7871.728637837183,0.64,7.871728637837183,94.65355298171013,3,High,High,Flexible,High
2022,7,Model_91,5.0,Reinforcement,372.6191381113826,151.2305243995261,0.6092184116965357,0.7442723413859513,0.6539814492365359,0.8605798317552724,0.13,54,64.0,RMSprop,55807.68365681141,0.97,55.80768365681141,88.61754348762196,23,Very High,Low,Flexible,Very High
2020,7,Model_52,7.0,Supervised,751.7571596084275,1.428710413827341,0.5323455904039706,0.6808067583446511,0.7345767967076493,0.8290582131499933,0.27,59,64.0,RMSprop,98488.55740321858,0.85,98.48855740321858,91.23214460611807,26,Very High,Low,Flexible,Very High
2022,12,Model_24,6.0,Supervised,323.8642856438213,48.9241569995198,0.653929814373944,0.4657435679925966,0.751579705292766,0.6076946381270373,0.18,170,512.0,Adam,21929.15459800393,0.84,21.92915459800393,85.6537451979696,14,High,Low,Flexible,Very High
2013,5,Model_17,7.0,Unsupervised,1521.389264443013,34.26170676539209,0.9320955329930334,0.85809091564301,0.6009975545269081,0.6361812341561301,0.2,181,256.0,Adam,324.7185688570045,0.52,0.3247185688570045,53.16176274164181,0,Low,Low,Strict,Low
2022,2,Model_89,4.0,Reinforcement,247.8924757474608,9.571464704098833,0.7525998169579124,0.8362023158738436,0.9646640575190701,0.702051419650054,0.3,178,256.0,Adam,29989.54909659038,0.97,29.98954909659038,48.54624943804179,17,High,Low,Very Strict,High
2016,6,Model_46,7.0,Supervised,1056.291017644095,24.31410524524333,0.9974945970699831,0.9181684517051737,0.6060903400311595,0.5037471635150194,0.19,478,32.0,Adamax,2068.005129346044,0.54,2.068005129346044,79.9548565190049,1,High,High,,High
2020,4,Model_64,2.0,Supervised,832.8598921731697,109.6873646613369,0.7268360420229745,0.6743748532536774,0.9023197731797953,0.7623588720046296,0.13,142,128.0,Adamax,80108.24577138515,0.81,80.10824577138514,54.36838007421402,23,High,Low,Strict,High
2012,10,Model_95,6.0,Unsupervised,165.6643968901166,88.33409554743282,0.9315246461677802,0.763100790257934,0.8629128809995691,0.597931790325512,0.23,452,16.0,RMSprop,435.304221557023,0.48,0.435304221557023,51.66168147967195,0,Low,Low,Strict,Low
2015,2,Model_28,7.0,Supervised,757.7281786274608,26.38544602033332,0.8675521785321172,0.6936848453109961,0.835625058169179,0.6964696146314386,0.21,175,64.0,RMSprop,554.4424554839449,0.59,0.5544424554839449,50.09769918870499,0,Low,Low,Strict,Moderate
